"","Family","Population","Region","Latitude","Longitude","Elevation","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","BudBreak_cGDD","BudBreak_DOY","BudSet_2019","BudSet_2020","Growth_2019","Growth_2020"
"1","AB_05","AB","Edge",35.55297,83.49438,1812,-2.43917820409998,4.76418137372042,-0.867218059466394,-1.05919478827167,1.26025575924119,-0.48886911670783,-0.67232465439462,0.16059423958398,-0.0271274885041495,-0.10967956428542,-0.0258921223978371,33.7747274366141,7.59309199851899,3.28142671747056,6.0333000299903,0.174689715381093,0.793389058410697
"2","AB_08","AB","Edge",35.55212,83.49259,1785,-2.56260326653772,4.60439168053542,-0.87673334858999,-1.09255108603836,1.10032233029219,-0.447592655709928,-0.662983692093196,0.104228553765668,-0.0090397123886721,-0.0203835919612429,0.0085287734336819,25.3766229047763,8.49285522641183,2.08908158534671,6.09596466651729,0.187279110742367,1.17444231672357
"3","AB_12","AB","Edge",35.5389,83.49463,1750,-2.88169229291207,4.28490746365111,-1.25357332059896,-1.04656811472717,1.17198557749772,-0.892614446528662,-0.530451170220773,-0.0590838450700296,-0.0583652982178367,-0.000870921529664698,0.0383809027862655,31.8115817305148,7.80294049540855,1.88006684884788,6.10299613100393,0.0951143730697478,0.835571963767971
"4","AB_16","AB","Edge",35.53882,83.49534,1738,-2.82387817764868,4.21114639750153,-1.47451694049863,-1.11230529518082,1.23669783995754,-0.900706127473144,-0.430890717425104,0.051055647207043,-0.0506392195960444,0.0502579999667954,-0.00669771224454845,32.0923093055253,7.82493002294609,3.05256477086348,5.91883601374352,0.23389040891251,0.910149126441369
"5","AB_18","AB","Edge",35.53945,83.49375,1769,-2.88864662069922,4.35801758776731,-1.27256375014161,-1.05215588401499,1.21696410319139,-0.900553611096903,-0.531933311483194,-0.107234240491297,-0.0341006857247888,0.0131902568302789,0.0170628933966425,28.7500660929381,8.08197887450023,2.2803913338146,5.61830826451379,0.0901982172252627,0.842262590633059
"6","ALB_01","ALB","Core",44.3067,70.84019,455,1.17729781703959,-1.94802826364754,-0.56544313502202,0.426900251053904,0.279908752108254,0.103909541496024,0.027458468541799,-0.22418494636479,-0.0776433850016099,0.186581221757471,-0.0387596621937217,31.1919362520158,7.91051440189622,2.4235708245838,6.0345701618775,0.309665195261915,0.461529273278191
"7","ALB_02","ALB","Core",44.30564,70.84081,524,1.30160561494471,-1.51200181354287,-0.337982966805173,0.488847641747699,0.127105113995644,0.139990489187093,0.113071934266344,-0.329310090792116,-0.0763067747079097,0.182577870904202,-0.0158342966058771,17.5957925350604,9.49497580383435,3.57208784890489,6.42114771079547,0.0355488066273582,1.16099851432778
"8","ALB_03","ALB","Core",44.30359,70.84096,523,1.31594437854398,-1.51559329552629,-0.315841500898215,0.499343345555379,0.143629784629118,0.134603031092157,0.125426553965293,-0.285783586266748,-0.0943271286915367,0.169859702883614,-0.0205718808230547,26.7784108245145,8.44653572083359,4.02459059405416,5.46059860616234,0.209030483555907,1.00660892803076
"9","ALB_05","ALB","Core",44.30182,70.83729,573,1.41420272126659,-1.30388405946336,-0.299820039004418,0.478087143742466,0.177497941318152,0.124832620076441,0.187675150533614,-0.265991684960051,-0.109949318835787,0.197858385632041,-0.0308082045096054,31.5168892476661,7.83256041729525,3.37950781920491,6.4845511074633,0.110343748866619,0.804373937760006
"10","ALB_06","ALB","Core",44.30061,70.83641,589,1.43501009249493,-1.23908413743065,-0.307328333177716,0.470627696519023,0.16012554557042,0.140670288643354,0.220839048975144,-0.297998625467917,-0.092666343692038,0.206860511094807,-0.0528197317190306,29.3814990912064,8.15641254530419,3.34192412990606,5.68042145658389,0.157576138935625,1.01405767768264
"11","APP_01","APP","Core",44.20933,72.9295,743,2.4827294004705,0.697115349838684,0.328169963318909,-0.218327764620896,0.255071953435833,-0.328715515833301,0.146170384649084,-0.296007094888556,0.0834498249022653,0.00935122449937828,-0.00790420653763259,28.6440921532541,8.15123220188029,2.06864458009706,5.74987711095006,0.0129309631726654,1.21743728010681
