"X","plant_ID","Family","Population","Location","Region","Latitude","Longitude","Elevation","mBed","Garden","Bed","BedRow","BedCol","Rack","RackRow","RackCol","FinalHT","Height_Fall2019","Growth","pPC1","pPC2","gPC1","gPC2","pEXT","pDD_0","gEXT","gDD_0"
106,"ALB_05_MD_D","ALB_05","ALB","ME","Core",44.30182,70.83729,573,"Maryland_D","Maryland","D",3,14,1,3,14,32,22.5,9.5,1.41420272126659,-1.30388405946336,-4.79104440324931,-3.53774746780395,34.1,968,36.4,282.5
107,"ALB_05_MD_E","ALB_05","ALB","ME","Core",44.30182,70.83729,573,"Maryland_E","Maryland","E",6,31,3,6,3,48.5,33.5,15,1.41420272126659,-1.30388405946336,-4.79104440324931,-3.53774746780395,34.1,968,36.4,282.5
108,"ALB_05_NC_A","ALB_05","ALB","ME","Core",44.30182,70.83729,573,"North_Carolina_A","North_Carolina","A",5,40,3,5,12,42.5,27.5,15,1.41420272126659,-1.30388405946336,-9.85361058869086,-5.01016433622286,34.1,968,37.75,53.5
109,"ALB_05_NC_B","ALB_05","ALB","ME","Core",44.30182,70.83729,573,"North_Carolina_B","North_Carolina","B",6,61,5,6,5,24,15.5,8.5,1.41420272126659,-1.30388405946336,-9.85361058869086,-5.01016433622286,34.1,968,37.75,53.5
110,"ALB_05_NC_C","ALB_05","ALB","ME","Core",44.30182,70.83729,573,"North_Carolina_C","North_Carolina","C",3,14,1,3,14,45,30.5,14.5,1.41420272126659,-1.30388405946336,-9.85361058869086,-5.01016433622286,34.1,968,37.75,53.5
111,"ALB_05_NC_D","ALB_05","ALB","ME","Core",44.30182,70.83729,573,"North_Carolina_D","North_Carolina","D",4,58,5,4,2,67,50.5,16.5,1.41420272126659,-1.30388405946336,-9.85361058869086,-5.01016433622286,34.1,968,37.75,53.5
112,"ALB_05_NC_E","ALB_05","ALB","ME","Core",44.30182,70.83729,573,"North_Carolina_E","North_Carolina","E",6,45,4,6,3,51.5,35.5,16,1.41420272126659,-1.30388405946336,-9.85361058869086,-5.01016433622286,34.1,968,37.75,53.5
113,"ALB_05_VT_A","ALB_05","ALB","ME","Core",44.30182,70.83729,573,"Vermont_A","Vermont","A",5,57,5,5,1,53,30.5,22.5,1.41420272126659,-1.30388405946336,-3.44541897005897,-5.80837560984597,34.1,968,39.25,531.5
114,"ALB_05_VT_B","ALB_05","ALB","ME","Core",44.30182,70.83729,573,"Vermont_B","Vermont","B",4,13,1,4,13,54.5,31,23.5,1.41420272126659,-1.30388405946336,-3.44541897005897,-5.80837560984597,34.1,968,39.25,531.5
115,"ALB_05_VT_C","ALB_05","ALB","ME","Core",44.30182,70.83729,573,"Vermont_C","Vermont","C",6,17,2,6,3,55.5,39.5,16,1.41420272126659,-1.30388405946336,-3.44541897005897,-5.80837560984597,34.1,968,39.25,531.5
116,"ALB_05_VT_E","ALB_05","ALB","ME","Core",44.30182,70.83729,573,"Vermont_E","Vermont","E",2,10,1,2,10,54.5,32,22.5,1.41420272126659,-1.30388405946336,-3.44541897005897,-5.80837560984597,34.1,968,39.25,531.5
117,"ALB_06_MD_A","ALB_06","ALB","ME","Core",44.30061,70.83641,589,"Maryland_A","Maryland","A",4,27,2,4,13,34.5,33.5,1,1.43501009249493,-1.23908413743065,-4.79104440324931,-3.53774746780395,34,970,36.4,282.5
118,"ALB_06_MD_B","ALB_06","ALB","ME","Core",44.30061,70.83641,589,"Maryland_B","Maryland","B",2,56,4,2,14,40.5,26,14.5,1.43501009249493,-1.23908413743065,-4.79104440324931,-3.53774746780395,34,970,36.4,282.5
119,"ALB_06_MD_C","ALB_06","ALB","ME","Core",44.30061,70.83641,589,"Maryland_C","Maryland","C",4,28,2,4,14,48.5,36,12.5,1.43501009249493,-1.23908413743065,-4.79104440324931,-3.53774746780395,34,970,36.4,282.5
120,"ALB_06_MD_D","ALB_06","ALB","ME","Core",44.30061,70.83641,589,"Maryland_D","Maryland","D",6,63,5,6,7,46.5,30,16.5,1.43501009249493,-1.23908413743065,-4.79104440324931,-3.53774746780395,34,970,36.4,282.5
121,"ALB_06_MD_E","ALB_06","ALB","ME","Core",44.30061,70.83641,589,"Maryland_E","Maryland","E",3,69,5,3,13,41,19,22,1.43501009249493,-1.23908413743065,-4.79104440324931,-3.53774746780395,34,970,36.4,282.5
122,"ALB_06_NC_A","ALB_06","ALB","ME","Core",44.30061,70.83641,589,"North_Carolina_A","North_Carolina","A",2,28,2,2,14,41.5,30,11.5,1.43501009249493,-1.23908413743065,-9.85361058869086,-5.01016433622286,34,970,37.75,53.5
123,"ALB_06_NC_B","ALB_06","ALB","ME","Core",44.30061,70.83641,589,"North_Carolina_B","North_Carolina","B",4,28,2,4,14,43,31,12,1.43501009249493,-1.23908413743065,-9.85361058869086,-5.01016433622286,34,970,37.75,53.5
124,"ALB_06_NC_C","ALB_06","ALB","ME","Core",44.30061,70.83641,589,"North_Carolina_C","North_Carolina","C",6,63,5,6,7,50,35.5,14.5,1.43501009249493,-1.23908413743065,-9.85361058869086,-5.01016433622286,34,970,37.75,53.5
125,"ALB_06_NC_D","ALB_06","ALB","ME","Core",44.30061,70.83641,589,"North_Carolina_D","North_Carolina","D",4,41,3,4,13,44.5,32,12.5,1.43501009249493,-1.23908413743065,-9.85361058869086,-5.01016433622286,34,970,37.75,53.5
126,"ALB_06_NC_E","ALB_06","ALB","ME","Core",44.30061,70.83641,589,"North_Carolina_E","North_Carolina","E",3,69,5,3,13,38,27,11,1.43501009249493,-1.23908413743065,-9.85361058869086,-5.01016433622286,34,970,37.75,53.5
127,"ALB_06_VT_A","ALB_06","ALB","ME","Core",44.30061,70.83641,589,"Vermont_A","Vermont","A",2,8,1,2,8,41.5,24.5,17,1.43501009249493,-1.23908413743065,-3.44541897005897,-5.80837560984597,34,970,39.25,531.5
128,"ALB_06_VT_B","ALB_06","ALB","ME","Core",44.30061,70.83641,589,"Vermont_B","Vermont","B",4,41,3,4,13,47.5,28,19.5,1.43501009249493,-1.23908413743065,-3.44541897005897,-5.80837560984597,34,970,39.25,531.5
129,"ALB_06_VT_C","ALB_06","ALB","ME","Core",44.30061,70.83641,589,"Vermont_C","Vermont","C",3,69,5,3,13,48,36,12,1.43501009249493,-1.23908413743065,-3.44541897005897,-5.80837560984597,34,970,39.25,531.5
130,"ALB_06_VT_D","ALB_06","ALB","ME","Core",44.30061,70.83641,589,"Vermont_D","Vermont","D",2,56,4,2,14,53,31.5,21.5,1.43501009249493,-1.23908413743065,-3.44541897005897,-5.80837560984597,34,970,39.25,531.5
131,"ALB_06_VT_E","ALB_06","ALB","ME","Core",44.30061,70.83641,589,"Vermont_E","Vermont","E",4,42,3,4,14,44.5,31,13.5,1.43501009249493,-1.23908413743065,-3.44541897005897,-5.80837560984597,34,970,39.25,531.5
132,"APP_01_MD_A","APP_01","APP","VT","Core",44.20933,72.9295,743,"Maryland_A","Maryland","A",6,37,3,6,9,34.2,23.5,10.7,2.4827294004705,0.697115349838684,-4.79104440324931,-3.53774746780395,32.8,1175,36.4,282.5
133,"APP_01_MD_B","APP_01","APP","VT","Core",44.20933,72.9295,743,"Maryland_B","Maryland","B",5,19,2,5,5,45,32.5,12.5,2.4827294004705,0.697115349838684,-4.79104440324931,-3.53774746780395,32.8,1175,36.4,282.5
134,"APP_01_MD_C","APP_01","APP","VT","Core",44.20933,72.9295,743,"Maryland_C","Maryland","C",6,44,4,6,2,40,30.5,9.5,2.4827294004705,0.697115349838684,-4.79104440324931,-3.53774746780395,32.8,1175,36.4,282.5
135,"APP_01_MD_D","APP_01","APP","VT","Core",44.20933,72.9295,743,"Maryland_D","Maryland","D",5,12,1,5,12,30.5,14.5,16,2.4827294004705,0.697115349838684,-4.79104440324931,-3.53774746780395,32.8,1175,36.4,282.5
136,"APP_01_MD_E","APP_01","APP","VT","Core",44.20933,72.9295,743,"Maryland_E","Maryland","E",6,9,1,6,9,48,30,18,2.4827294004705,0.697115349838684,-4.79104440324931,-3.53774746780395,32.8,1175,36.4,282.5
137,"APP_01_NC_A","APP_01","APP","VT","Core",44.20933,72.9295,743,"North_Carolina_A","North_Carolina","A",5,47,4,5,5,26.5,19,7.5,2.4827294004705,0.697115349838684,-9.85361058869086,-5.01016433622286,32.8,1175,37.75,53.5
138,"APP_01_NC_B","APP_01","APP","VT","Core",44.20933,72.9295,743,"North_Carolina_B","North_Carolina","B",6,30,3,6,2,12,11.5,0.5,2.4827294004705,0.697115349838684,-9.85361058869086,-5.01016433622286,32.8,1175,37.75,53.5
139,"APP_01_NC_C","APP_01","APP","VT","Core",44.20933,72.9295,743,"North_Carolina_C","North_Carolina","C",5,12,1,5,12,49.5,35.5,14,2.4827294004705,0.697115349838684,-9.85361058869086,-5.01016433622286,32.8,1175,37.75,53.5
140,"APP_01_NC_D","APP_01","APP","VT","Core",44.20933,72.9295,743,"North_Carolina_D","North_Carolina","D",6,23,2,6,9,31,18,13,2.4827294004705,0.697115349838684,-9.85361058869086,-5.01016433622286,32.8,1175,37.75,53.5
141,"APP_01_NC_E","APP_01","APP","VT","Core",44.20933,72.9295,743,"North_Carolina_E","North_Carolina","E",6,9,1,6,9,31,22.5,8.5,2.4827294004705,0.697115349838684,-9.85361058869086,-5.01016433622286,32.8,1175,37.75,53.5
142,"APP_01_VT_A","APP_01","APP","VT","Core",44.20933,72.9295,743,"Vermont_A","Vermont","A",3,59,5,3,3,58.5,41,17.5,2.4827294004705,0.697115349838684,-3.44541897005897,-5.80837560984597,32.8,1175,39.25,531.5
143,"APP_01_VT_B","APP_01","APP","VT","Core",44.20933,72.9295,743,"Vermont_B","Vermont","B",6,51,4,6,9,37.5,24,13.5,2.4827294004705,0.697115349838684,-3.44541897005897,-5.80837560984597,32.8,1175,39.25,531.5
144,"APP_01_VT_C","APP_01","APP","VT","Core",44.20933,72.9295,743,"Vermont_C","Vermont","C",6,9,1,6,9,33,20,13,2.4827294004705,0.697115349838684,-3.44541897005897,-5.80837560984597,32.8,1175,39.25,531.5
145,"APP_01_VT_E","APP_01","APP","VT","Core",44.20933,72.9295,743,"Vermont_E","Vermont","E",6,44,4,6,2,55.5,41,14.5,2.4827294004705,0.697115349838684,-3.44541897005897,-5.80837560984597,32.8,1175,39.25,531.5
146,"APP_02_MD_A","APP_02","APP","VT","Core",44.21172,72.92999,780,"Maryland_A","Maryland","A",5,61,5,5,5,61.5,34,27.5,2.49514240041787,0.827465845703879,-4.79104440324931,-3.53774746780395,32.7,1183,36.4,282.5
147,"APP_02_MD_B","APP_02","APP","VT","Core",44.21172,72.92999,780,"Maryland_B","Maryland","B",5,41,3,5,13,57,32.5,24.5,2.49514240041787,0.827465845703879,-4.79104440324931,-3.53774746780395,32.7,1183,36.4,282.5
148,"APP_02_MD_C","APP_02","APP","VT","Core",44.21172,72.92999,780,"Maryland_C","Maryland","C",4,56,4,4,14,68,39.5,28.5,2.49514240041787,0.827465845703879,-4.79104440324931,-3.53774746780395,32.7,1183,36.4,282.5
149,"APP_02_MD_D","APP_02","APP","VT","Core",44.21172,72.92999,780,"Maryland_D","Maryland","D",3,21,2,3,7,66,33.5,32.5,2.49514240041787,0.827465845703879,-4.79104440324931,-3.53774746780395,32.7,1183,36.4,282.5
150,"APP_02_MD_E","APP_02","APP","VT","Core",44.21172,72.92999,780,"Maryland_E","Maryland","E",2,41,3,2,13,65.5,44.5,21,2.49514240041787,0.827465845703879,-4.79104440324931,-3.53774746780395,32.7,1183,36.4,282.5
151,"APP_02_NC_A","APP_02","APP","VT","Core",44.21172,72.92999,780,"North_Carolina_A","North_Carolina","A",5,41,3,5,13,61,27.5,33.5,2.49514240041787,0.827465845703879,-9.85361058869086,-5.01016433622286,32.7,1183,37.75,53.5
152,"APP_02_NC_B","APP_02","APP","VT","Core",44.21172,72.92999,780,"North_Carolina_B","North_Carolina","B",4,42,3,4,14,51,37,14,2.49514240041787,0.827465845703879,-9.85361058869086,-5.01016433622286,32.7,1183,37.75,53.5
153,"APP_02_NC_C","APP_02","APP","VT","Core",44.21172,72.92999,780,"North_Carolina_C","North_Carolina","C",3,21,2,3,7,47,32.5,14.5,2.49514240041787,0.827465845703879,-9.85361058869086,-5.01016433622286,32.7,1183,37.75,53.5
154,"APP_02_NC_D","APP_02","APP","VT","Core",44.21172,72.92999,780,"North_Carolina_D","North_Carolina","D",5,61,5,5,5,38,26,12,2.49514240041787,0.827465845703879,-9.85361058869086,-5.01016433622286,32.7,1183,37.75,53.5
155,"APP_02_NC_E","APP_02","APP","VT","Core",44.21172,72.92999,780,"North_Carolina_E","North_Carolina","E",2,55,4,2,13,51.5,37.5,14,2.49514240041787,0.827465845703879,-9.85361058869086,-5.01016433622286,32.7,1183,37.75,53.5
156,"APP_02_VT_A","APP_02","APP","VT","Core",44.21172,72.92999,780,"Vermont_A","Vermont","A",3,35,3,3,7,42,28,14,2.49514240041787,0.827465845703879,-3.44541897005897,-5.80837560984597,32.7,1183,39.25,531.5
157,"APP_02_VT_B","APP_02","APP","VT","Core",44.21172,72.92999,780,"Vermont_B","Vermont","B",3,10,1,3,10,53,35,18,2.49514240041787,0.827465845703879,-3.44541897005897,-5.80837560984597,32.7,1183,39.25,531.5
158,"APP_02_VT_C","APP_02","APP","VT","Core",44.21172,72.92999,780,"Vermont_C","Vermont","C",2,27,2,2,13,53,36.5,16.5,2.49514240041787,0.827465845703879,-3.44541897005897,-5.80837560984597,32.7,1183,39.25,531.5
159,"APP_02_VT_D","APP_02","APP","VT","Core",44.21172,72.92999,780,"Vermont_D","Vermont","D",5,41,3,5,13,57,32,25,2.49514240041787,0.827465845703879,-3.44541897005897,-5.80837560984597,32.7,1183,39.25,531.5
160,"APP_02_VT_E","APP_02","APP","VT","Core",44.21172,72.92999,780,"Vermont_E","Vermont","E",4,56,4,4,14,60,34,26,2.49514240041787,0.827465845703879,-3.44541897005897,-5.80837560984597,32.7,1183,39.25,531.5
161,"APP_03_MD_B","APP_03","APP","VT","Core",44.22097,72.92639,896,"Maryland_B","Maryland","B",3,25,2,3,11,44,25.5,18.5,2.66405968875785,1.21226678226952,-4.79104440324931,-3.53774746780395,32.1,1218,36.4,282.5
162,"APP_03_MD_C","APP_03","APP","VT","Core",44.22097,72.92639,896,"Maryland_C","Maryland","C",4,12,1,4,12,46.5,28.5,18,2.66405968875785,1.21226678226952,-4.79104440324931,-3.53774746780395,32.1,1218,36.4,282.5
163,"APP_03_NC_A","APP_03","APP","VT","Core",44.22097,72.92639,896,"North_Carolina_A","North_Carolina","A",3,53,4,3,11,25,19.5,5.5,2.66405968875785,1.21226678226952,-9.85361058869086,-5.01016433622286,32.1,1218,37.75,53.5
164,"APP_03_NC_B","APP_03","APP","VT","Core",44.22097,72.92639,896,"North_Carolina_B","North_Carolina","B",4,12,1,4,12,43.5,33,10.5,2.66405968875785,1.21226678226952,-9.85361058869086,-5.01016433622286,32.1,1218,37.75,53.5
165,"APP_03_NC_D","APP_03","APP","VT","Core",44.22097,72.92639,896,"North_Carolina_D","North_Carolina","D",3,8,1,3,8,18,10,8,2.66405968875785,1.21226678226952,-9.85361058869086,-5.01016433622286,32.1,1218,37.75,53.5
166,"APP_03_NC_E","APP_03","APP","VT","Core",44.22097,72.92639,896,"North_Carolina_E","North_Carolina","E",3,3,1,3,3,13,9.5,3.5,2.66405968875785,1.21226678226952,-9.85361058869086,-5.01016433622286,32.1,1218,37.75,53.5
167,"APP_03_VT_A","APP_03","APP","VT","Core",44.22097,72.92639,896,"Vermont_A","Vermont","A",4,45,4,4,3,25.5,12.5,13,2.66405968875785,1.21226678226952,-3.44541897005897,-5.80837560984597,32.1,1218,39.25,531.5
168,"APP_03_VT_C","APP_03","APP","VT","Core",44.22097,72.92639,896,"Vermont_C","Vermont","C",3,3,1,3,3,45,31.5,13.5,2.66405968875785,1.21226678226952,-3.44541897005897,-5.80837560984597,32.1,1218,39.25,531.5
169,"APP_03_VT_D","APP_03","APP","VT","Core",44.22097,72.92639,896,"Vermont_D","Vermont","D",3,25,2,3,11,28.5,14.5,14,2.66405968875785,1.21226678226952,-3.44541897005897,-5.80837560984597,32.1,1218,39.25,531.5
170,"APP_04_MD_A","APP_04","APP","VT","Core",44.2114,72.93122,741,"Maryland_A","Maryland","A",4,17,2,4,3,34.5,26,8.5,2.48042492373757,0.667743333656948,-4.79104440324931,-3.53774746780395,32.8,1171,36.4,282.5
171,"APP_04_MD_B","APP_04","APP","VT","Core",44.2114,72.93122,741,"Maryland_B","Maryland","B",2,60,5,2,4,42.5,25,17.5,2.48042492373757,0.667743333656948,-4.79104440324931,-3.53774746780395,32.8,1171,36.4,282.5
172,"APP_04_MD_C","APP_04","APP","VT","Core",44.2114,72.93122,741,"Maryland_C","Maryland","C",5,44,4,5,2,37,24,13,2.48042492373757,0.667743333656948,-4.79104440324931,-3.53774746780395,32.8,1171,36.4,282.5
173,"APP_04_MD_D","APP_04","APP","VT","Core",44.2114,72.93122,741,"Maryland_D","Maryland","D",6,33,3,6,5,42.5,25.5,17,2.48042492373757,0.667743333656948,-4.79104440324931,-3.53774746780395,32.8,1171,36.4,282.5
174,"APP_04_MD_E","APP_04","APP","VT","Core",44.2114,72.93122,741,"Maryland_E","Maryland","E",4,21,2,4,7,44.5,27,17.5,2.48042492373757,0.667743333656948,-4.79104440324931,-3.53774746780395,32.8,1171,36.4,282.5
175,"APP_04_NC_A","APP_04","APP","VT","Core",44.2114,72.93122,741,"North_Carolina_A","North_Carolina","A",6,11,1,6,11,42,30,12,2.48042492373757,0.667743333656948,-9.85361058869086,-5.01016433622286,32.8,1171,37.75,53.5
176,"APP_04_NC_B","APP_04","APP","VT","Core",44.2114,72.93122,741,"North_Carolina_B","North_Carolina","B",5,30,3,5,2,49.5,40.5,9,2.48042492373757,0.667743333656948,-9.85361058869086,-5.01016433622286,32.8,1171,37.75,53.5
177,"APP_04_NC_C","APP_04","APP","VT","Core",44.2114,72.93122,741,"North_Carolina_C","North_Carolina","C",6,47,4,6,5,43.5,30,13.5,2.48042492373757,0.667743333656948,-9.85361058869086,-5.01016433622286,32.8,1171,37.75,53.5
178,"APP_04_NC_E","APP_04","APP","VT","Core",44.2114,72.93122,741,"North_Carolina_E","North_Carolina","E",4,35,3,4,7,34,22,12,2.48042492373757,0.667743333656948,-9.85361058869086,-5.01016433622286,32.8,1171,37.75,53.5
179,"APP_04_VT_A","APP_04","APP","VT","Core",44.2114,72.93122,741,"Vermont_A","Vermont","A",6,47,4,6,5,59.5,43,16.5,2.48042492373757,0.667743333656948,-3.44541897005897,-5.80837560984597,32.8,1171,39.25,531.5
180,"APP_04_VT_C","APP_04","APP","VT","Core",44.2114,72.93122,741,"Vermont_C","Vermont","C",4,49,4,4,7,38.5,22.5,16,2.48042492373757,0.667743333656948,-3.44541897005897,-5.80837560984597,32.8,1171,39.25,531.5
181,"APP_04_VT_D","APP_04","APP","VT","Core",44.2114,72.93122,741,"Vermont_D","Vermont","D",6,11,1,6,11,43.5,24.5,19,2.48042492373757,0.667743333656948,-3.44541897005897,-5.80837560984597,32.8,1171,39.25,531.5
182,"APP_04_VT_E","APP_04","APP","VT","Core",44.2114,72.93122,741,"Vermont_E","Vermont","E",5,44,4,5,2,41.5,29.5,12,2.48042492373757,0.667743333656948,-3.44541897005897,-5.80837560984597,32.8,1171,39.25,531.5
183,"APP_05_MD_A","APP_05","APP","VT","Core",44.21034,72.93051,733,"Maryland_A","Maryland","A",6,31,3,6,3,41,25.5,15.5,2.47744129622667,0.631294836173237,-4.79104440324931,-3.53774746780395,32.9,1170,36.4,282.5
184,"APP_05_MD_B","APP_05","APP","VT","Core",44.21034,72.93051,733,"Maryland_B","Maryland","B",6,41,3,6,13,48,29,19,2.47744129622667,0.631294836173237,-4.79104440324931,-3.53774746780395,32.9,1170,36.4,282.5
185,"APP_05_MD_D","APP_05","APP","VT","Core",44.21034,72.93051,733,"Maryland_D","Maryland","D",6,27,2,6,13,43.5,21.5,22,2.47744129622667,0.631294836173237,-4.79104440324931,-3.53774746780395,32.9,1170,36.4,282.5
186,"APP_05_NC_A","APP_05","APP","VT","Core",44.21034,72.93051,733,"North_Carolina_A","North_Carolina","A",6,41,3,6,13,51,31.5,19.5,2.47744129622667,0.631294836173237,-9.85361058869086,-5.01016433622286,32.9,1170,37.75,53.5
187,"APP_05_NC_B","APP_05","APP","VT","Core",44.21034,72.93051,733,"North_Carolina_B","North_Carolina","B",2,10,1,2,10,14.5,7.5,7,2.47744129622667,0.631294836173237,-9.85361058869086,-5.01016433622286,32.9,1170,37.75,53.5
188,"APP_05_NC_C","APP_05","APP","VT","Core",44.21034,72.93051,733,"North_Carolina_C","North_Carolina","C",6,27,2,6,13,33,22,11,2.47744129622667,0.631294836173237,-9.85361058869086,-5.01016433622286,32.9,1170,37.75,53.5
189,"APP_05_NC_D","APP_05","APP","VT","Core",44.21034,72.93051,733,"North_Carolina_D","North_Carolina","D",6,17,2,6,3,44,28.5,15.5,2.47744129622667,0.631294836173237,-9.85361058869086,-5.01016433622286,32.9,1170,37.75,53.5
190,"APP_05_NC_E","APP_05","APP","VT","Core",44.21034,72.93051,733,"North_Carolina_E","North_Carolina","E",5,27,2,5,13,58,36.5,21.5,2.47744129622667,0.631294836173237,-9.85361058869086,-5.01016433622286,32.9,1170,37.75,53.5
191,"APP_05_VT_B","APP_05","APP","VT","Core",44.21034,72.93051,733,"Vermont_B","Vermont","B",6,45,4,6,3,45.5,32.5,13,2.47744129622667,0.631294836173237,-3.44541897005897,-5.80837560984597,32.9,1170,39.25,531.5
192,"APP_05_VT_C","APP_05","APP","VT","Core",44.21034,72.93051,733,"Vermont_C","Vermont","C",5,41,3,5,13,53.5,41.5,12,2.47744129622667,0.631294836173237,-3.44541897005897,-5.80837560984597,32.9,1170,39.25,531.5
193,"APP_05_VT_E","APP_05","APP","VT","Core",44.21034,72.93051,733,"Vermont_E","Vermont","E",6,61,5,6,5,42,30,12,2.47744129622667,0.631294836173237,-3.44541897005897,-5.80837560984597,32.9,1170,39.25,531.5
194,"APP_06_MD_A","APP_06","APP","VT","Core",44.21235,72.93502,658,"Maryland_A","Maryland","A",5,53,4,5,11,33.5,20.5,13,2.24694734183514,0.40526346871024,-4.79104440324931,-3.53774746780395,33.2,1142,36.4,282.5
195,"APP_06_MD_B","APP_06","APP","VT","Core",44.21235,72.93502,658,"Maryland_B","Maryland","B",4,29,3,4,1,65.5,36,29.5,2.24694734183514,0.40526346871024,-4.79104440324931,-3.53774746780395,33.2,1142,36.4,282.5
196,"APP_06_MD_C","APP_06","APP","VT","Core",44.21235,72.93502,658,"Maryland_C","Maryland","C",6,48,4,6,6,70.5,29.5,41,2.24694734183514,0.40526346871024,-4.79104440324931,-3.53774746780395,33.2,1142,36.4,282.5
197,"APP_06_MD_D","APP_06","APP","VT","Core",44.21235,72.93502,658,"Maryland_D","Maryland","D",5,36,3,5,8,66,41.5,24.5,2.24694734183514,0.40526346871024,-4.79104440324931,-3.53774746780395,33.2,1142,36.4,282.5
198,"APP_06_MD_E","APP_06","APP","VT","Core",44.21235,72.93502,658,"Maryland_E","Maryland","E",3,35,3,3,7,48.5,27.5,21,2.24694734183514,0.40526346871024,-4.79104440324931,-3.53774746780395,33.2,1142,36.4,282.5
199,"APP_06_NC_A","APP_06","APP","VT","Core",44.21235,72.93502,658,"North_Carolina_A","North_Carolina","A",4,29,3,4,1,51.5,31.5,20,2.24694734183514,0.40526346871024,-9.85361058869086,-5.01016433622286,33.2,1142,37.75,53.5
200,"APP_06_NC_B","APP_06","APP","VT","Core",44.21235,72.93502,658,"North_Carolina_B","North_Carolina","B",6,34,3,6,6,55,30.5,24.5,2.24694734183514,0.40526346871024,-9.85361058869086,-5.01016433622286,33.2,1142,37.75,53.5
201,"APP_06_NC_C","APP_06","APP","VT","Core",44.21235,72.93502,658,"North_Carolina_C","North_Carolina","C",5,50,4,5,8,23,15,8,2.24694734183514,0.40526346871024,-9.85361058869086,-5.01016433622286,33.2,1142,37.75,53.5
202,"APP_06_NC_D","APP_06","APP","VT","Core",44.21235,72.93502,658,"North_Carolina_D","North_Carolina","D",5,53,4,5,11,47,29,18,2.24694734183514,0.40526346871024,-9.85361058869086,-5.01016433622286,33.2,1142,37.75,53.5
203,"APP_06_NC_E","APP_06","APP","VT","Core",44.21235,72.93502,658,"North_Carolina_E","North_Carolina","E",3,49,4,3,7,45,28,17,2.24694734183514,0.40526346871024,-9.85361058869086,-5.01016433622286,33.2,1142,37.75,53.5
204,"APP_06_VT_A","APP_06","APP","VT","Core",44.21235,72.93502,658,"Vermont_A","Vermont","A",5,50,4,5,8,70,36,34,2.24694734183514,0.40526346871024,-3.44541897005897,-5.80837560984597,33.2,1142,39.25,531.5
205,"APP_06_VT_B","APP_06","APP","VT","Core",44.21235,72.93502,658,"Vermont_B","Vermont","B",5,25,2,5,11,45,31,14,2.24694734183514,0.40526346871024,-3.44541897005897,-5.80837560984597,33.2,1142,39.25,531.5
206,"APP_06_VT_C","APP_06","APP","VT","Core",44.21235,72.93502,658,"Vermont_C","Vermont","C",3,21,2,3,7,54,29,25,2.24694734183514,0.40526346871024,-3.44541897005897,-5.80837560984597,33.2,1142,39.25,531.5
207,"APP_06_VT_D","APP_06","APP","VT","Core",44.21235,72.93502,658,"Vermont_D","Vermont","D",4,29,3,4,1,38.5,21,17.5,2.24694734183514,0.40526346871024,-3.44541897005897,-5.80837560984597,33.2,1142,39.25,531.5
208,"ASC_01_MD_A","ASC_01","ASC","VT","Core",43.43787,72.45218,883,"Maryland_A","Maryland","A",2,14,1,2,14,17.5,7.5,10,1.52556622470025,-0.222111191976986,-4.79104440324931,-3.53774746780395,33.4,936,36.4,282.5
209,"ASC_01_MD_B","ASC_01","ASC","VT","Core",43.43787,72.45218,883,"Maryland_B","Maryland","B",6,2,1,6,2,52,40,12,1.52556622470025,-0.222111191976986,-4.79104440324931,-3.53774746780395,33.4,936,36.4,282.5
210,"ASC_01_MD_C","ASC_01","ASC","VT","Core",43.43787,72.45218,883,"Maryland_C","Maryland","C",3,64,5,3,8,50,29,21,1.52556622470025,-0.222111191976986,-4.79104440324931,-3.53774746780395,33.4,936,36.4,282.5
211,"ASC_01_MD_D","ASC_01","ASC","VT","Core",43.43787,72.45218,883,"Maryland_D","Maryland","D",5,43,4,5,1,33,20,13,1.52556622470025,-0.222111191976986,-4.79104440324931,-3.53774746780395,33.4,936,36.4,282.5
212,"ASC_01_MD_E","ASC_01","ASC","VT","Core",43.43787,72.45218,883,"Maryland_E","Maryland","E",5,50,4,5,8,42,29,13,1.52556622470025,-0.222111191976986,-4.79104440324931,-3.53774746780395,33.4,936,36.4,282.5
213,"ASC_01_NC_A","ASC_01","ASC","VT","Core",43.43787,72.45218,883,"North_Carolina_A","North_Carolina","A",2,69,5,2,13,30,21,9,1.52556622470025,-0.222111191976986,-9.85361058869086,-5.01016433622286,33.4,936,37.75,53.5
